category,question,answer
대학본부#교수학습개발센터,교수학습개발센터의 필통 안내를 해줄 수 있나요,"[{""elements"": [{""type"": ""title"", ""text"": ""교수학습개발센터 필통 소개""}, {""type"": ""text"", ""text"": ""필통(Feel이 통하는 학습)은 학습자 중심의 자율적 학습커뮤니티로 5~30인 이내의 팀으로 구성되어 있습니다. 지도교수님의 지도아래 전공과 장소에 구애받지 않는 자유로운 형식으로 전공과목, 전공자격증, 임용/국가고시 등 다양한 학습활동을 지원함으로써, 팀별로 자기주도적인 학습을 실현하여 협동심과 학습자의 목표달성에 도움을 줍니다.\n팀 구성 : 소속학부(과) 2개 이내 재학생 5명~30명이 그룹을 구성\n활 동 : 전공학습, 자격증 취득, 고시 등 다양한 학습활동 지원\n시 간 : 최소 14시간이상( 회당2시간, 7회이상)""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 필통에 참가하는 방법을 알려주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""교수학습개발센터 필통 참가방법""}, {""type"": ""text"", ""text"": ""일정 확인/ 참가신청 : 포털시스템 공지사항 및 SMS서비스 확인/그룹 구성 후 참가\n프로그램 활동 : O.T(오리엔테이션), 학습 활동(10주), 튜터간담회/중간·최종 보고\n시상 및 포인트 부여 : 우수튜터 시상, 성적향상 튜티 포상, 위세광명포인트 지급""}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 필통에 어떻게 지원해주나요,"[{""elements"": [{""type"": ""title"", ""text"": ""교수학습개발센터 필통 지원""}, {""type"": ""text"", ""text"": ""학습장소 지원(학생회관 401, 402호)\n우수팀, 우수리더 선발 및 장학등록\n위세광명 포인트 부여(구성원 전원)""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 우수강의에세이 공모전에 대해서 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""교수학습개발센터 우수강의에세이 공모전""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""참가방법"", ""value"": ""교수학습개발센터에서 우수강의에세이 공모전의 참가 방법을 알려주세요""}, {""type"": ""postback"", ""text"": ""작성방법"", ""value"": ""교수학습개발센터에서 우수강의에세이 공모전의 작성 방법을 알고 싶어요""}, {""type"": ""postback"", ""text"": ""심사기준"", ""value"": ""교수학습개발센터에서 우수강의에세이 공모전의 심사기준을 알 수 있을까요""}, {""type"": ""postback"", ""text"": ""지원"", ""value"": ""교수학습개발센터에서 우수강의에세이 공모전을 어떻게 지원해주나요""}]}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 우수강의에세이 공모전의 참가 방법을 알려주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""우수강의에세이 공모전 참가 방법""}, {""type"": ""text"", ""text"": ""공지: 포탈시스템 및 홈페이지 공지사항\n 에세이 작성 및 제출 : 에세이 및 참가신청서 제출\n 심사 및 포인트 부여: 제출 에세이 심사 및 위세광명 포인트부여\n시상: 홈페이지 공지 및 에세이 수상작 시상\n책자 발간: 에세이 수상작 연 1회 책자발간""}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 우수강의에세이 공모전의 작성 방법을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""우수강의에세이 공모전 작성 방법""}, {""type"": ""text"", ""text"": ""강의소개, 수업내용이 나에게 도움을 준 내용, 인상 깊었던 수업 방법 (강의준비, 과제부여, 평가방법, 학습 동기 유발 방식, 교수와 학생간의 상호작용, 세이브러리 활용 방법, 자신의 수업참여 노력(수업준비 및 시험준비 등), 강의를 수강하고자 하는 학생들에게 남기고 싶은 말 등의 내용을 포함하여 작성)\n작성분량 : A4용지 4장 이상 (글자체 : 휴먼명조, 글자크기 : 큰제목 20, 중간제목 12, 일반 11포인트)\n편집양식 : 위 20mm, 아래 15mm / 머리말, 꼬리말 15mm / 왼쪽,오른쪽 25mm, 줄간격 160%, 장평 100""}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 우수강의에세이 공모전의 심사기준을 알 수 있을까요,"[{""elements"": [{""type"": ""title"", ""text"": ""우수강의에세이 공모전 심사기준""}, {""type"": ""text"", ""text"": ""수업의 목적과 내용, 학습의 양과 질이 기술되었는가?\n수업방법의 독특성이 기술되었는가?\n학생과의 상호작용을 위한 교수의 노력이 기술되었는가?\n수업참여를 통한 학생의 변화(향상정도)가 구체적으로 기술되었는가?\n에세이 충실도""}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 우수강의에세이 공모전을 어떻게 지원해주나요,"[{""elements"": [{""type"": ""title"", ""text"": ""우수강의에세이 공모전 지원""}, {""type"": ""text"", ""text"": ""위세광명 포인트 부여\n년 1회 우수강의 에세이집 발간\n상장 및 장학금 지급""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 프레젠테이션 경진대회에 대해서 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""교수학습개발센터 프레젠테이션 경진대회""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""소개"", ""value"": ""교수학습개발센터의 프레젠테이션 경진대회에 대해서 소개해주세요""}, {""type"": ""postback"", ""text"": ""참가방법"", ""value"": ""교수학습개발센터의 프레젠테이션 경진대회에 참가하는 방법을 알 수 있을까요""}, {""type"": ""postback"", ""text"": ""구성요소"", ""value"": ""교수학습개발센터에서 프레젠테이션 경진대회의 구성 요소를 알려주세요""}, {""type"": ""postback"", ""text"": ""심사기준"", ""value"": ""교수학습개발센터에서 프레젠테이션 경진대회의 심사기준을 알고 싶어요""}, {""type"": ""postback"", ""text"": ""기타사항"", ""value"": ""교수학습개발센터에서 프레젠테이션 경진대회의 기타사항을 알 수 있을까요""}, {""type"": ""postback"", ""text"": ""지원사항"", ""value"": ""교수학습개발센터의 프레젠테이션 경진대회은 어떤 지원을 받나요""}]}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 프레젠테이션 경진대회에 대해서 안내해주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""프레젠테이션 경진대회 소개""}, {""type"": ""text"", ""text"": ""프레젠테이션 발표력 습득 및 경험을 통한 노하우를 높이고, 학생들의 참신한 아이디어를 발굴하며, 프레젠테이션 제작기술 및 스피치 능력을 향상 시켜 시대의 흐름에 반영하는 다양한 프레젠테이션 방법을 공유하고자 합니다.\n최우수상 : 1명\n우 수 상 : 2명\n장 려 상 : 3명\n입선 : 4명""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 프레젠테이션 경진대회에 참가하는 방법을 알 수 있을까요,"[{""elements"": [{""type"": ""title"", ""text"": ""프레젠테이션 경진대회 참가방법""}, {""type"": ""text"", ""text"": ""공지 : 포탈시스템 및 홈페이지 공지사항\n촬영접수 : 촬영 접수 및 촬영일자 통보\n촬영 : 경진대회 출품작 작성 및 관련 자료 촬영\n심사 : UCC&교육강좌 업로드 후 심사\n 시상 : 홈페이지 공지 및 수상작 시상\n 포인트부여 : 출품작 위세광명 포인트 부여""}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 프레젠테이션 경진대회의 구성 요소를 알려주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""프레젠테이션 경진대회 구성요소""}, {""type"": ""text"", ""text"": ""공모주제 : 세명대학교를 표현할 수 있는 자유 주제\n발표형식 : 모든 소프트웨어 가능(파워포인트, 프레지(Prezi)등 형식에 얽매이지 않는 창의적인 표현 선호서류 접수 후 촬영 일정 선택\n프레젠테이션 발표(10분 내외, 모의수업행동분석실(디자인학관 504호) 촬영)\n발표 자료 제출(CD) 시 파일 이름 작성 예시 : ***학과_2013123456_홍길동""}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 프레젠테이션 경진대회의 심사기준을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""프레젠테이션 경진대회 심사기준""}, {""type"": ""text"", ""text"": ""아이디어 독창성\n주제의 적합성 및 명확성\n프레젠테이션 스킬\n내용의 개연성\nPPT 자료의 가시성""}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 프레젠테이션 경진대회의 기타사항을 알 수 있을까요,"[{""elements"": [{""type"": ""title"", ""text"": ""프레젠테이션 경진대회 기타사항""}, {""type"": ""text"", ""text"": ""제출된 작품의 초상권·저작권 관련 사항은 응모자의 책임으로 함\n타 공모전 수상작 또는 타인의 저작물 및 명의도용 확인된 경우, 수상 취소\n입상된 작품의 저작권은 교수학습개발센터에 귀속됨제출된 작품은 반환하지 않음\n심사결과 시상기준에 적합한 응모작이 없을 경우 시상내역이 달라질 수 있음""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 프레젠테이션 경진대회은 어떤 지원을 받나요,"[{""elements"": [{""type"": ""title"", ""text"": ""프레젠테이션 경진대회 지원""}, {""type"": ""text"", ""text"": ""위세광명 포인트 부여\nUCC&교육강좌 업로드 후 공개\n상장 및 장학금 지급""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 모의수업 컨설팅에 대해서 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""교수학습개발센터 모의수업 컨설팅""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""소개"", ""value"": ""교수학습개발센터의 모의수업 컨설팅를 소개해주세요""}, {""type"": ""postback"", ""text"": ""참가방법"", ""value"": ""교수학습개발센터의 모의수업 컨설팅을 참가하는 방법을 알 수 있을까요""}, {""type"": ""postback"", ""text"": ""행정지원"", ""value"": ""교수학습개발센터의 모의수업 컨설팅은 어떤 행정 지원을 받나요""}]}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 모의수업 컨설팅를 안내해주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""모의수업 컨설팅 소개""}, {""type"": ""text"", ""text"": ""학생들에게 양질의 교육시설과 교육 프로그램을 제공하여 교육의 내실화를 기하고 교육과정 이수자들을 수준 높은 교원으로 양성하기 위해 시행하고자 합니다.\n수업분량 : 모의수업 분량 50분(실제 수업시간과 동일)\n수업방법 : 팀별수업\n수업 지도안 제출""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 모의수업 컨설팅을 참가하는 방법을 알 수 있을까요,"[{""elements"": [{""type"": ""title"", ""text"": ""모의수업 컨설팅 참가방법""}, {""type"": ""text"", ""text"": ""공지 : 포탈시스템 및 홈페이지 공지사항\n촬영접수 : 촬영 접수 및 촬영일자 통보\n촬영 : 모의수업 촬영(20분 분량)\n자가진단 : 촬영 된 자신의 CD를 보고 자가진단표 작성\n 컨설팅 : 현직 교사들을 통한 모의수업컨설팅 진행\n 피드백 : 컨설팅 자료를 통한 1:1 피드백""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 모의수업 컨설팅은 어떤 행정 지원을 받나요,"[{""elements"": [{""type"": ""title"", ""text"": ""모의수업 컨설팅 행정지원""}, {""type"": ""text"", ""text"": ""수요조사실시 : 해당학과는 대상인원을 수요조사 후 담당부서로 회신\n신청서 일괄 접수 후 학과 또는 학생 개인 촬영일정 통보\n모의수업 촬영 및 매체변환자료 제공\n자가진단표 제출\n현직 교사 모의수업컨설팅 진행\n컨설팅 자료를 통한 1:1 피드백""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 학습법 가이드북에 대해서 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""교수학습개발센터 학습법가이드북""}, {""type"": ""text"", ""text"": ""학습법가이드북은 다양한 학습방법에 대한 정보를 제공하는 책으로 대학생활에서 꼭 필요한 정보와 효과적인 학습방법을 위한 귀한 정보들이 기재되어 있습니다.""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 학습법 증진 프로그램 JUMP에 대해서 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""교수학습개발센터 학습법증진프로그램(JUMP)""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""소개"", ""value"": ""교수학습개발센터의 학습법 증진 프로그램 JUMP에 대해 소개해주세요""}, {""type"": ""postback"", ""text"": ""참가방법"", ""value"": ""교수학습개발센터의 학습법 증진 프로그램 JUMP를 참가하는 방법을 알고 싶어요""}]}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 학습법 증진 프로그램 JUMP에 대해 안내해주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""학습법 증진 프로그램 JUMP 소개""}, {""type"": ""text"", ""text"": ""‘JUMP’(Just do it! Upgrade Motivation Program)프로그램은 성적향상이 필요한 학업 부진학생들에게 학습력을 증진시킬 수 있는 학습법 특강, 창의적 집단활동, 학습 상담 등의 다양한 프로그램을 제공하는 프로그램입니다.\n대상 : 매학기 학사경고 2회 이상자 중 참가 희망자""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 학습법 증진 프로그램 JUMP를 참가하는 방법을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""학습법 증진 프로그램 JUMP 참가 방법""}, {""type"": ""text"", ""text"": ""참가신청 : 대상자 참여안내, 참가접수\n프로그램 활동 :  U&I학습 유형검사 실시, 학습법 특강 참여, 창의적 집단활동\n개인 및 그룹별 학습상담 실시\n 설문조사 : 참가자 대상 만족도 설문조사""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 학습법 증진 프로그램 JUMP PLUS에 대해서 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""교수학습개발센터 학습법증진프로그램 (JUMP PLUS)""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""소개"", ""value"": ""교수학습개발센터의 학습법 증진 프로그램 JUMP PLUS에 대해 소개해주세요""}, {""type"": ""postback"", ""text"": ""참가방법"", ""value"": ""교수학습개발센터의 학습법 증진 프로그램 JUMP PLUS를 참가하는 방법을 알고 싶어요""}]}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 학습법 증진 프로그램 JUMP PLUS에 대해 안내해주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""학습법증진프로그램 (JUMP PLUS) 소개""}, {""type"": ""text"", ""text"": ""‘JUMP’(Just do it! Upgrade Motivation Program Plus)프로그램은 성적부진학생을 대상으로 학기 중 1:1 학습코칭 및 학습상담을 제공하는 프로그램입니다.\n대상 : 학사경고 1회이상자 및 직전학기 JUMP 참여자""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 학습법 증진 프로그램 JUMP PLUS를 참가하는 방법을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""학습법증진프로그램 (JUMP PLUS) 참가 방법""}, {""type"": ""text"", ""text"": ""참가신청 : 대상자 참여안내, 참가접수\n프로그램 활동 : U&I학습 유형검사 실시, 1:1학습상담(학습, 진로) 및 1:1 학습코칭 실시\n설문조사참가자 대상 만족도 설문조사""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 세명밸런스에 대해서 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""교수학습개발센터 세명밸런스""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""소개"", ""value"": ""교수학습개발센터의 세명밸런스를 소개해주세요""}, {""type"": ""postback"", ""text"": ""참가방법"", ""value"": ""교수학습개발센터의 세명밸런스에 참가하는 방법을 알고 싶어요""}, {""type"": ""postback"", ""text"": ""지원"", ""value"": ""교수학습개발센터의 세명밸런스는 어떤 지원을 받나요""}]}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 세명밸런스를 안내해주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""세명밸런스 소개""}, {""type"": ""text"", ""text"": ""세명밸런스는 1:1학습상담 프로그램으로 학습유형심리검사를 통해 학습상담 및 진로상담을 지원하여 보다 효과적인 대학생활을 지원하는 프로그램입니다.\n주제 : 학습 성격 유형, 학습심리, 진로성숙도, 진로적성 탐색 등\n시간 : 총 100분 (회기당 50분, 총 2회 지원)\n대상 : 교내 재학생 누구나""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 세명밸런스에 참가하는 방법을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""세명밸런스 참가방법""}, {""type"": ""text"", ""text"": ""접수공지 : 포털시스템 공지사항 및 SMS 서비스 확인\n 상담 시행 : 학습, 진로\n 포인트 지급 : 특강 참여 대상 위세광명 포인트 부여""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 세명밸런스는 어떤 지원을 받나요,"[{""elements"": [{""type"": ""title"", ""text"": ""세명밸런스 지원""}, {""type"": ""text"", ""text"": ""위세광명 포인트 부여(1점)""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 e러닝에 대해서 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""교수학습개발센터 e러닝""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""e러닝 콘텐츠 개발"", ""value"": ""교수학습개발센터의 e러닝 콘텐츠 개발에 대해서 알려주세요""}, {""type"": ""postback"", ""text"": ""e러닝 강좌운영"", ""value"": ""교수학습개발센터의 e러닝 강좌운영에 대해서 알려주세요""}, {""type"": ""postback"", ""text"": ""강의자료공개"", ""value"": ""교수학습개발센터에서 e러닝의 강의 자료를 알고 싶어요""}, {""type"": ""postback"", ""text"": ""매체변환서비스"", ""value"": ""교수학습개발센터에서 e러닝의 매체변환서비스에 대해서 알고 싶어요""}, {""type"": ""postback"", ""text"": ""교육시설지원"", ""value"": ""교수학습개발센터에서 e러닝의 교육시설지원에 대해서 알고 싶어요""}, {""type"": ""postback"", ""text"": ""행사촬영지원"", ""value"": ""교수학습개발센터에서 e러닝의 행사촬영지원에 대해서 알고 싶어요""}]}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 e러닝 콘텐츠 개발에 대해서 알려주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 콘텐츠 개발""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""소개"", ""value"": ""교수학습개발센터의 e러닝 콘텐츠 개발을 소개해주세요""}, {""type"": ""postback"", ""text"": ""지원 대상 및 방식"", ""value"": ""교수학습개발센터에서 e러닝 콘텐츠 개발의 지원 대상과 방식을 알고 싶어요""}, {""type"": ""postback"", ""text"": ""콘텐츠 유형"", ""value"": ""교수학습개발센터에서 e러닝 콘텐츠 개발의 콘텐츠 유형을 알려주세요""}]}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 e러닝 콘텐츠 개발을 안내해주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 콘텐츠 개발 소개""}, {""type"": ""text"", ""text"": ""이러닝 스튜디오 및 교육매체 편집실의 인프라를 활용하여 이러닝 콘텐츠를 제작하며 수업보조 동영상 제작 및 수업교재를 개발하고 있습니다.\n지원 대상 : 교양선택 과목\n지원 방식 : 자체개발 후 강의지원시스템 등재\n개발 기간 : 약 5개월\n개발 업무 분담""}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 e러닝 콘텐츠 개발의 지원 대상과 방법을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 콘텐츠 개발의 지원 대상과 방식""}, {""type"": ""text"", ""text"": ""<table style=\""text-align:center; width:100%\"" border=1>        <colgroup></colgroup>    <thead>      <tr>        <th><boldtext>담당교수</boldtext></th>        <th><boldtext>대학교육혁신본부</boldtext></th>      </tr>    </thead>    <tbody>      <tr>        <td>         <ul>    <li>교안 및 관련 학습 자료 제공</li>    <li>교안은 공통된 서식을 통해 작성</li>    <li>동영상 촬영 및 오디오 녹음</li>   </ul>        </td>        <td>         <ul>    <li>콘텐츠 교안 개발</li>    <li>콘텐츠 촬영 및 편집</li>    <li>중간 산출물 검수</li>                <li>중간 및 최종 평가 주관</li>   </ul>        </td>      </tr>    </tbody> </table>""}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 e러닝 콘텐츠 개발의 콘텐츠 유형을 알려주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 콘텐츠 개발의 콘텐츠 유형""}, {""type"": ""image"", ""width"": """", ""height"": """", ""filename"": ""SMU_e러닝콘텐츠개발의_콘텐츠유형.jpg"", ""value"": ""http://chat.ezfinder.co.kr/konanbot/attachments/images/SMU_e러닝콘텐츠개발의_콘텐츠유형.jpg""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 e러닝 강좌운영에 대해서 알려주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""교수학습개발센터 e러닝 강좌운영""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""소개"", ""value"": ""교수학습개발센터의 e러닝 강좌운영에 대해서 소개해주세요""}, {""type"": ""postback"", ""text"": ""참가방법"", ""value"": ""교수학습개발센터의 e러닝 강좌운영을 참가하는 방법을 알고 싶어요""}]}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 e러닝 강좌운영에 대해서 안내해주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 강좌운영 소개""}, {""type"": ""text"", ""text"": ""e-러닝(사이버)강좌는 시·공간의 제약없이 언제 어디서나 웹 사이트 접속을 통해 강의를 수강할 수 있습니다. 또한, 학습자에게 다양하고 효과적인 시청각 자료와 보조 자료를 제공하며, 우리 대학교에서는 강의지원(http://edu2.semyung.ac.kr)을 통해 강좌를 제공 및 운영하고 있습니다.""}]}]"
대학본부#교수학습개발센터,교수학습개발센터의 e러닝 강좌운영을 참가하는 방법을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 강좌운영 참가방법""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""web_url"", ""text"": ""홈페이지 바로가기"", ""url"": ""http://www.semyung.ac.kr/pro_center/sub02_04_02.do""}]}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 e러닝의 강의 자료를 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 강의자료""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""소개"", ""value"": ""교수학습개발센터에서 e러닝의 강의 자료를 소개해주세요""}, {""type"": ""postback"", ""text"": ""이용방법"", ""value"": ""교수학습개발센터에서 e러닝의 강의 자료를 이용하는 방법을 알고 싶어요""}]}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 e러닝의 강의 자료를 안내해주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 강의자료 소개""}, {""type"": ""text"", ""text"": ""강의(자료)공개는 강의지원시스템을 통하여 교수님의 강의자료 및 수업영상을 공개하고 학생들이 자발적으로 예습과 복습을 함으로써 학습역량 강화와 학습만족도를 높이고자 합니다.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""web_url"", ""text"": ""강의지원시스템"", ""url"": ""http://edu2.semyung.ac.kr""}]}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 e러닝의 강의 자료를 이용하는 방법을 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 강의자료 이용방법""}, {""type"": ""text"", ""text"": ""신청서 접수 : 공개 할 교과목 신청서 제출\n강의(자료)공개 : 강의자료 및 수업영상을 강의지원시스템에 공개\n재학습으로 통한 학습력 증진\n 공개목록 확인 : 공개목록 확인 및 업적평가 반영""}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 e러닝의 매체변환서비스에 대해서 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 매체변환서비스""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""소개"", ""value"": ""교수학습개발센터에서 e러닝의 매체변환서비스에 대해서 소개해주세요""}, {""type"": ""postback"", ""text"": ""이용방법"", ""value"": ""교수학습개발센터에서 e러닝의 매체변환서비스를 이용하는 방법을 알려주세요""}]}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 e러닝의 매체변환서비스에 대해서 안내해주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 매체변환서비스 소개""}, {""type"": ""text"", ""text"": ""교육매체변환 서비스는 수업 및 각종 연구에 필요한 다양한 자료를 개발할 수 있도록 제각기 다른 포맷을 가진 파일들을 원하는 형식으로 저장 또는 변경해 드리고 있으며 녹음이나 영상편집물을 CD, DVD, DV, VHS 형식으로 제작 및 복사해 드리는 서비스입니다.\n영상물 제작, 자료 변환, 아날로그 자료의 디지털화 등 다양한 분야에서 여러분의 수업과 연구에 필요한 각종 자료를 개발할 수 있도록 지원해 드리고 있습니다.""}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 e러닝의 매체변환서비스를 이용하는 방법을 알려주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 매체변환서비스 이용방법""}, {""type"": ""text"", ""text"": ""신청하기 : 서비스 항목을 살펴본 후 원하는 제작 형태에 따라 신청서를 작성\n협의 후 제작 : 자료 제작 전 제작 방법과 결과물의 형태에 관하여 담당자와 협의\n자료수령 : 자료는 교육매체 제작실 (디자인관 509호)에서 수령""}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 e러닝의 교육시설지원에 대해서 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 교육시설지원""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""소개"", ""value"": ""교수학습개발센터에서 e러닝의 교육시설지원에 대해서 소개해주세요""}, {""type"": ""postback"", ""text"": ""이용방법"", ""value"": ""교수학습개발센터에서 e러닝의 교육시설지원을 이용하는 방법을 알려주세요""}, {""type"": ""postback"", ""text"": ""시설 사용시 유의사항"", ""value"": ""교수학습개발센터에서 e러닝의 교육시설지원의 유의사항에 대해서 알고 싶어요""}]}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 e러닝의 교육시설지원에 대해서 안내해주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 교육시설 지원소개""}, {""type"": ""text"", ""text"": ""교육시설지원 서비스는 보유하고 있는 각종 시설을 수업 및 연구에 이용하실 수 있도록 대여해 드리는 서비스입니다. e-러닝 스튜디오(디자인관 502호)와 수업행동분석실 (디자인관 504호)은 교육 특화 시설로서, 마이크로 티칭(Micro-teaching) 등에 유용하며, 교수법 세미나실(디자인관 501호)은 수업 및 중 · 소규모 세미나, 회의에 적합한 시설로 각종 행사를 개최할 때 유용합니다.""}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 e러닝의 교육시설지원을 이용하는 방법을 알려주세요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 교육시설지원 이용방법""}, {""type"": ""text"", ""text"": ""시설 예약 확인 : 사용 목적에 부합한 시설을 사전에 담당자와 협의 후 협조문을 발송\n 사용 전 확인 : 시설 이용 전 기자재 활용여부 및 사용방법을 담당자와 협의 후 이용\n사용 후 정리 : 시설을 사용하신 후 정리를 마친 다음, 기자재 반납""}]}]"
대학본부#교수학습개발센터,교수학습개발센터에서 e러닝의 교육시설지원의 유의사항에 대해서 알고 싶어요,"[{""elements"": [{""type"": ""title"", ""text"": ""e러닝 교육시설지원 유의사항""}, {""type"": ""text"", ""text"": ""이용 시설을 당초 목적 외에 이용하거나 사용 기간 외에 장기적으로 이용할 수 없습니다.\n화재 및 안전 사고 예방, 에너지 절약을 위하여 개인적인 냉난방 기구를 사용할 수 없습니다.\n시설 내에서 취사(조리 등), 취침, 음주가무, 고성방가 등은 할 수 없습니다.\n시설 내 각종 기자재와 비품이 훼손되지 않도록 유의하여야 합니다.\n야간 시설 이용 시 안전 사고 등을 예방하기 위해 관계자의 지시에 따라야 합니다.\n위 6개 항을 위반하여 발생하는 과실은 모두 시설 이용 책임자(또는 기관)에 책임이 있습니다.""}]}]"
